274,723,34
30,60,128
797,311,118
16,4,226
435,408,117
14,50,240
924,329,81
70,174,69
10,60,469
407,353,117
34,53,215
45,405,32
20,20,494
928,546,79
22,49,263
84,949,105
20,43,131
813,616,70
9,73,290
25,22,32
981,342,42
1,49,191
154,687,59
15,63,232
321,107,126
25,55,280
280,521,83
39,53,253
599,566,93
36,44,285
112,937,107
21,0,138
29,12,447
406,926,86
3,78,236
378,846,111
4,61,219
37,63,87
9,4,233
211,435,103
31,9,318
299,117,58
26,21,337
327,226,109
7,59,173
32,72,128
610,405,104
5,58,352
866,259,50
35,62,287
841,781,54
641,264,87
4,45,374
14,14,87
944,542,72
0,22,337
16,5,409
765,539,122
37,24,264
576,879,57
7,68,419
890,421,77
1,76,351
309,792,110
29,8,412
380,999,84
20,14,220
237,994,60
8,44,232
471,997,36
5,52,365
35,44,59
232,348,83
1,20,409
677,452,52
21,39,468
102,305,53
5,18,457
270,526,43
33,33,405
858,697,113
0,39,499
249,413,108
8,6,132
107,621,90
12,52,182
696,837,77
31,71,165
646,169,122
10,47,169
516,169,51
11,51,382
40,40,87
742,297,72
21,1,309
173,483,105
9,2,240
990,717,49
587,606,52
32,69,310
169,529,56
8,36,276
355,151,87
34,16,155
341,522,91
31,50,202
127,540,102
385,548,80
4,53,253
618,890,66
20,56,216
28,72,32
826,872,87
4,67,464
183,882,40
828,697,79
26,73,139
21,47,156
514,957,107
27,20,357
284,830,119
25,73,382
57,647,125
5,30,383
196,777,66
817,627,61
5,24,289
428,380,125
16,11,448
35,4,75
275,864,100
28,25,152
870,298,33
33,75,406
561,628,120
38,13,130
547,122,42
28,63,218
21,48,153
802,444,90
0,50,143
128,130,45
28,1,354
5,2,162
405,239,112
6,52,322
657,499,115
5,19,78
429,789,65
22,75,248
326,789,43
29,79,204
680,182,32
19,4,494
21,26,281
373,609,42
24,18,341
542,935,46
12,18,462
799,712,91
9,7,410
665,325,102
4,26,215
107,342,117
38,31,339
249,498,35
34,40,492
12,68,87
629,448,33
3,71,181
466,108,61
7,62,428
552,121,94
23,64,357
159,411,79
625,200,93
10,65,361
445,210,105
35,30,502
647,372,80
22,13,370
5,70,459
842,380,74
5,18,203
3,18,87
720,284,81
4,20,141
959,815,123
16,50,384
969,736,108
19,17,417
390,678,75
4,47,480
652,463,62
19,71,199
443,861,118
25,16,178
392,501,87
12,46,289
484,768,49
22,17,217
235,889,55
16,60,399
719,142,76
35,72,426
1,25,87
424,714,66
26,0,321
495,265,38
35,68,335
33,62,344
719,125,60
19,62,169
56,774,45
27,6,403
888,717,115
7,24,209
521,376,59
11,51,157
267,493,81
2,62,303
229,230,55
40,58,247
144,989,125
13,5,378
2,69,87
113,528,42
31,2,131
310,719,115
0,24,411
339,108,91
9,72,427
994,974,56
30,14,495
620,293,77
403,336,108
26,66,200
459,336,60
3,70,218
844,182,106
207,367,106
35,56,127
300,383,120
36,79,284
10,47,32
969,888,104
23,70,275
603,631,33
1,26,251
139,276,105
30,56,255
699,323,39
37,18,496
521,154,53
28,14,257
235,293,46
30,14,162
21,26,258
358,916,122
10,68,417
30,6,463
184,737,68
7,42,412
17,57,39
30,70,289
649,488,74
9,46,204
460,813,83
32,57,500
63,301,107
0,16,435
107,257,66
804,268,70
38,19,241
979,369,101
6,5,295
225,145,74
17,41,347
768,148,108
250,175,111
34,66,294
7,32,32
244,739,124
14,0,428
472,696,49
851,755,46
32,17,235
364,91,54
28,22,163
79,746,111
27,65,237
795,489,119
521,329,63
19,23,363
29,59,319
955,331,65
37,40,254
200,457,41
35,26,270
6,7,87
247,126,98
52,277,106
5,70,468
260,963,116
31,52,177
808,523,123
225,532,78
28,52,130
719,585,102
178,479,84
2,13,334
38,62,225
267,887,103
38,12,270
781,615,84
16,7,469
12,47,32
444,503,51
24,49,243
310,193,113
14,60,425
490,741,50
12,78,266
464,704,114
10,22,227
35,56,369
279,541,99
2,17,234
233,691,42
0,76,298
11,72,273
688,996,115
39,35,189
621,863,98
36,8,351
40,62,77
188,952,109
28,15,203
191,471,36
14,3,361
2,5,443
976,323,53
12,63,326
447,876,99
36,11,320
999,131,44
2,1,149
0,37,395
64,398,48
12,38,251
860,382,123
32,30,46
581,391,52
30,58,435
724,905,71
21,1,410
930,903,121
30,48,369
795,347,113
17,16,248
96,235,83
39,7,199
439,98,40
17,70,139
278,570,75
19,57,468
280,492,84
40,49,318
757,395,119
7,28,283
16,19,383
34,55,58
149,485,48
35,5,216
9,49,195
724,108,120
34,71,415
672,132,94
24,43,193
460,799,57
8,59,211
595,711,101
10,55,369
662,180,93
11,5,338
484,743,44
37,60,257
819,649,94
16,49,327
631,313,79
38,7,433
1,59,87
459,418,48
23,25,381
775,772,32
30,41,178
47,753,62
3,0,432
272,278,85
7,50,154
112,800,70
30,12,259
386,622,112
7,41,384
717,895,49
2,33,184
506,762,126
15,66,410
894,134,97
36,39,496
812,176,58
0,22,393
29,0,88
378,806,38
273,591,33
6,59,252
32,63,157
605,513,46
20,55,241
618,631,101
36,15,367
779,786,68
19,79,493
107,177,32
16,36,366
99,922,104
33,40,377
390,240,68
13,68,484
192,81,73
25,5,154
13,30,32
249,669,67
24,78,338
462,683,123
29,70,465
437,529,65
1,63,403
513,771,42
32,22,443
911,730,66
26,78,420
943,615,81
26,71,183
127,306,63
551,897,65
23,49,372
569,706,79
39,15,493
805,592,45
31,15,174
37,74,87
731,816,92
512,823,88
6,40,272
854,429,41
14,28,482
213,638,115
7,59,443
1000,110,61
13,69,400
14,21,374
224,486,109
4,47,451
352,298,73
18,44,294
10,56,246
364,995,109
21,4,163
3,14,87
840,706,44
35,78,184
218,852,44
15,61,192
317,506,57
37,69,451
861,814,85
28,66,285
16,46,133
415,370,46
32,1,451
935,331,41
928,86,104
13,45,264
537,100,112
35,72,429
356,409,86
20,67,32
16,74,148
399,957,97
11,45,427
812,569,108
38,67,201
662,928,98
26,56,502
864,420,123
19,43,219
557,205,108
25,52,199
259,288,89
31,68,222
929,667,94
27,33,370
969,811,36
34,5,369
443,806,109
28,35,131
1,39,46
148,839,70
802,172,73
24,75,204
31,21,251
375,582,50
11,16,400
836,530,78
27,70,158
108,379,77
8,57,211
414,466,68
27,43,151
670,838,76
14,57,190
638,772,80
14,14,476
669,776,77
30,59,312
0,54,87
198,418,62
12,58,471
456,773,110
15,73,292
842,623,88
15,58,249
314,214,39
15,7,478
615,953,36
3,25,155
408,589,37
2,24,484
656,496,87
28,29,127
508,599,84
30,70,286
864,246,125
25,3,321
40,12,77
265,937,63
14,71,390
72,238,113
916,188,68
32,65,164
187,669,62
40,69,310
699,874,55
98,652,38
9,30,216
732,411,92
0,79,443
731,571,43
31,79,272
868,512,80
7,39,465
25,68,46
20,21,354
602,437,64
14,47,355
765,87,66
38,74,133
756,581,66
38,66,227
17,65,322
978,559,110
4,32,391
346,469,119
7,66,141
634,383,104
14,21,219
349,280,124
4,62,226
36,65,232
29,32,32
199,165,72
11,64,359
818,389,55
34,78,327
627,208,114
709,178,51
31,45,218
420,599,116
37,4,455
677,532,117
27,21,416
91,366,52
7,52,147
76,372,43
40,72,386
361,891,72
16,55,348
425,632,47
13,67,87
978,169,80
19,61,464
36,17,268
129,273,83
27,40,281
205,119,113
23,20,224
14,18,317
414,543,82
30,1,426
391,873,106
15,66,173
527,711,65
5,29,148
706,280,106
36,29,299
870,186,66
1,11,87
323,933,59
25,28,469
532,157,95
0,41,166
667,463,42
6,15,341
721,254,73
2,3,484
836,705,114
303,894,49
25,60,330
705,810,119
30,71,339
585,601,115
20,67,254
535,160,73
27,74,391
39,79,87
361,627,80
4,10,409
891,330,81
13,60,441
534,156,101
12,5,132
559,273,51
18,37,371
479,259,83
924,713,54
8,29,216
741,361,113
32,18,391
653,94,52
688,766,60
18,73,462
643,724,87
21,73,209
17,2,87
607,807,59
28,57,180
120,433,49
18,52,381
911,408,116
507,784,122
30,59,286
463,104,63
8,48,469
472,754,56
9,35,265
910,83,67
5,19,221
195,838,111
33,23,488
674,664,86
3,65,260
117,174,111
17,63,127
24,0,87
447,744,32
38,71,399
619,155,68
0,17,177
989,156,126
39,24,478
292,689,61
34,11,497
651,397,61
11,45,196
11,58,293
37,31,230
997,347,123
26,27,408
448,616,43
26,9,191
97,95,71
27,58,493
36,38,59
62,230,79
25,58,320
21,17,243
457,151,102
3,25,164
274,610,46
29,51,294
839,924,51
736,807,40
29,63,133
434,536,66
15,74,160
359,575,106
29,58,388
202,230,75
1,63,198
175,582,78
37,31,181
13,33,32
19,56,329
548,720,39
10,37,289
820,126,110
19,42,378
324,148,121
5,74,176
191,812,76
9,55,233
334,366,67
27,16,467
618,604,39
31,69,317
27,15,261
93,507,122
16,66,312
926,116,123
15,11,312
32,69,32
982,599,32
9,53,382
808,820,63
30,51,246
361,976,112
26,37,427
199,495,91
30,67,251
350,133,96
31,8,502
198,762,89
34,69,222
634,596,66
13,72,329
417,224,37
27,60,496
529,973,83
939,946,76
6,54,471
24,74,108
704,488,32
16,15,463
596,769,94
25,56,346
405,359,71
34,73,395
701,353,34
13,46,187
196,539,62
25,71,334
908,816,115
8,14,179
936,163,68
746,619,38
22,36,428
889,831,56
25,22,498
972,482,77
33,63,142
37,16,87
475,806,69
16,1,292
212,755,44
343,977,32
39,36,282
761,247,85
2,15,373
342,96,89
29,34,315
244,646,117
25,75,403
236,874,110
38,70,199
67,710,122
19,32,490
154,510,65
605,493,68
38,69,237
8,4,87
635,325,121
12,56,352
36,78,226
21,57,149
640,106,102
27,75,369
691,125,32
36,0,267
895,531,37
12,67,298
209,575,40
34,1,300
670,412,56
215,759,58
16,35,436
818,532,88
33,5,263
21,67,32
725,255,63
0,78,484
955,311,39
9,67,474
766,531,109
0,46,454
566,773,57
28,65,481
226,200,74
478,924,81
15,22,269
732,160,98
31,0,291
512,827,70
26,47,143
867,847,94
21,57,201
442,344,91
29,55,452
26,78,87
465,335,53
39,47,275
596,682,124
28,22,201
807,307,111
23,50,196
319,868,81
19,36,168
28,10,215
685,178,70
5,40,255
850,122,88
29,62,296
89,944,73
3,25,172
336,646,48
192,498,70
19,3,493
40,25,87
305,864,98
8,6,444
514,503,126
22,50,338
989,401,40
40,13,468
320,307,71
14,64,132
110,652,44
30,19,416
922,675,43
23,30,412
186,950,115
2,10,288
10,26,502
237,908,33
11,5,497
247,219,89
29,33,306
31,17,32
9,75,372
70,636,102
30,55,240
701,528,73
23,26,331
776,157,117
339,180,66
12,65,317
439,972,103
16,68,187
47,975,76
21,49,155
352,618,119
6,51,381
803,516,94
11,2,267
10,38,371
11,53,32
559,163,78
23,39,184
519,680,124
9,2,460
231,787,61
27,64,419
164,810,37
30,48,401
662,135,73
14,44,195
116,532,117
664,225,50
31,78,146
254,156,92
24,67,385
985,653,83
15,47,343
217,898,55
39,16,87
199,396,78
30,76,462
873,376,68
35,51,392
270,714,89
22,68,450
585,675,75
21,32,208
372,740,102
272,413,40
1,74,410
101,667,106
28,48,188
350,156,81
40,21,135
563,576,46
33,4,248
18,14,46
263,806,126
10,21,294
923,882,101
528,108,60
30,38,249
723,977,67
7,13,385
997,342,110
15,43,259
624,251,57
33,5,299
41,148,78
13,23,201
537,283,102
19,67,231
15,41,304
22,70,32
949,749,67
3,33,227
425,607,88
23,8,481
246,93,45
36,32,411
848,700,118
20,78,211
14,6,139
774,410,111
21,76,314
489,213,94
3,43,134
28,71,226
505,101,46
0,79,413
559,685,96
31,72,136
5,44,46
12,20,269
487,131,67
29,37,361
222,508,46
38,52,185
813,852,83
14,44,437
631,774,75
19,41,139
981,868,126
17,33,183
164,865,50
34,4,281
621,235,51
40,40,484
309,702,74
28,1,304
926,667,69
35,13,475
18,74,87
36,44,355
474,528,80
2,25,466
646,532,44
8,79,464
209,660,53
1,53,147
911,306,49
23,67,386
350,970,104
12,44,266
922,360,104
34,45,186
760,885,121
229,841,86
22,24,331
330,992,32
27,47,187
22,61,32
100,656,80
18,24,427
283,478,57
23,63,378
88,911,123
27,32,141
528,260,120
33,20,491
552,565,103
39,39,149
873,999,104
8,11,277
379,765,74
29,58,352
151,552,92
7,65,299
37,44,416
271,354,84
18,7,176
36,16,87
532,472,110
13,21,217
765,265,103
2,70,426
314,112,122
26,35,382
678,316,83
23,45,171
586,514,117
26,9,437
887,171,78
27,52,296
965,494,51
18,74,412
480,682,82
37,45,434
36,18,280
619,221,36
15,53,186
19,45,32
51,917,110
31,4,339
126,511,96
25,2,296
839,791,43
2,79,478
496,980,84
36,52,418
439,627,59
14,22,342
728,411,104
7,66,339
881,168,124
7,35,142
569,819,107
18,78,473
13,20,32
119,948,63
24,18,284
518,206,94
3,60,315
523,488,107
11,69,166
982,240,39
35,33,150
290,395,59
24,57,325
381,768,80
855,468,125
97,612,98
4,60,314
31,34,475
27,50,438
5,59,111
772,707,91
34,10,461
66,285,101
2,33,498
216,123,85
8,49,434
646,666,112
28,24,329
11,75,225
109,109,89
26,63,312
464,933,71
874,376,44
677,993,57
9,20,327
601,956,59
14,47,320
35,6,48
157,335,81
35,59,392
147,997,43
6,24,262
408,603,68
3,7,368
177,583,115
14,14,355
911,540,46
1,68,465
157,283,110
9,16,227
769,871,77
39,70,244
415,80,63
12,41,243
171,483,96
13,60,468
814,572,55
31,51,204
13,49,32
708,578,43
36,0,202
139,569,95
3,34,304
672,312,69
40,39,394
821,406,36
34,61,497
54,577,120
20,55,263
542,478,70
38,10,493
105,392,64
27,11,408
910,920,67
31,74,449
390,342,58
3,78,305
104,976,38
27,34,59
523,298,69
9,45,276
64,86,68
28,17,214
555,794,72
24,33,145
899,971,56
28,12,364
238,493,92
25,62,428
33,21,142
965,101,114
35,50,224
494,162,46
20,64,462
452,660,68
596,661,50
28,38,201
25,48,44
543,701,116
6,72,376
434,996,88
70,145,49
12,40,209
444,332,110
6,42,226
483,588,69
16,44,337
35,53,405
986,310,62
35,40,288
116,676,43
24,77,269
0,2,395
10,66,87
207,548,95
32,61,348
371,84,75
5,12,462
321,409,114
35,0,501
31,40,497
244,223,99
13,59,403
648,539,110
38,59,195
695,649,85
17,46,149
514,554,103
13,20,342
191,841,70
10,70,284
30,67,32
686,159,109
34,56,405
780,565,36
20,52,312
775,407,92
14,64,202
768,961,92
23,26,463
455,954,89
95,625,80
10,73,334
568,548,64
9,26,257
408,506,73
36,63,390
12,52,502
975,502,111
25,71,310
18,9,87
324,924,123
754,784,108
31,40,491
855,307,63
24,18,166
620,218,119
30,42,257
6,13,137
579,662,40
2,72,315
863,766,35
1,40,196
214,322,96
38,7,280
402,555,67
40,45,361
1,77,87
570,593,100
409,667,57
40,41,137
38,73,151
166,740,122
15,7,452
877,100,91
34,31,261
907,345,75
22,38,476
12,45,323
727,698,37
36,40,244
529,560,58
628,711,121
10,43,192
20,16,32
212,820,114
18,57,362
240,664,64
27,79,162
57,699,84
5,58,287
759,403,39
30,14,411
813,271,114
20,42,487
329,275,102
16,21,496
701,996,108
20,12,437
420,89,102
26,47,160
282,397,111
22,43,180
51,287,117
0,54,439
37,10,87
638,588,92
33,16,264
723,830,112
427,487,97
20,40,142
131,364,57
2,43,332
699,406,55
24,36,352
370,213,126
17,71,138
830,687,33
25,73,192
285,945,59
8,31,483
295,773,56
3,43,195
34,69,311
6,4,87
948,119,66
12,52,133
31,20,224
857,407,123
911,559,123
26,54,147
889,721,84
13,75,478
169,403,87
26,63,177
950,914,83
37,50,431
838,327,73
24,75,306
277,506,43
37,32,188
23,42,39
9,25,396
378,898,108
3,19,438
602,601,34
40,77,211
755,577,32
1,58,242
862,489,74
26,19,339
913,187,60
31,29,217
980,785,36
32,56,162
949,590,77
10,37,146
11,17,389
507,133,92
23,35,46
961,117,109
4,52,396
599,718,105
794,436,103
33,65,187
260,365,104
13,77,315
825,414,111
29,2,247
833,231,112
22,42,475
663,207,123
34,7,497
655,164,33
10,46,347
269,743,38
34,74,261
969,368,83
7,8,237
23,34,108
433,264,120
4,60,384
215,676,50
34,60,478
40,6,488
847,522,104
23,46,302
928,497,49
26,72,340
190,371,124
13,69,403
140,783,106
13,24,450
388,960,55
973,651,42
40,33,409
874,538,45
3,19,441
22,77,87
927,513,62
0,62,453
692,821,95
14,51,430
789,615,105
20,52,263
10,21,145
713,827,70
30,64,156
957,983,110
38,76,332
82,151,64
6,28,161
785,585,66
3,45,453
158,185,46
63,115,78
23,9,201
9,68,87
827,510,123
348,322,123
0,43,330
507,196,65
15,55,367
719,232,86
29,48,454
565,1000,103
134,657,51
13,56,196
554,607,90
0,46,385
131,580,38
32,53,496
846,251,113
1,67,362
600,824,37
4,78,239
8,30,32
38,36,152
142,763,47
7,26,139
948,139,101
15,46,343
299,992,63
4,16,219
515,251,69
466,939,92
25,21,479
997,428,34
15,68,472
541,982,118
8,60,277
727,658,91
40,46,326
310,80,111
39,6,191
27,4,32
92,714,65
36,34,171
413,218,44
1,77,381
635,849,62
40,75,223
340,945,90
16,15,224
60,536,88
21,44,436
670,614,124
11,77,242
934,637,125
1,2,211
209,218,109
33,79,268
411,821,96
37,44,181
548,507,37
0,58,451
7,27,32
560,984,33
6,46,447
745,783,108
39,58,186
370,803,93
172,595,86
22,61,228
811,365,45
2,49,251
43,386,83
24,9,241
319,613,109
29,40,192
454,990,123
32,14,368
738,204,36
28,2,151
878,967,66
38,48,181
29,24,32
15,40,272
613,610,86
25,26,307
512,272,89
36,73,218
103,745,47
25,62,211
461,661,80
672,173,77
27,79,481
875,470,95
7,47,241
137,879,57
27,59,264
17,38,390
145,210,35
1,64,439
26,60,32
191,299,88
10,69,144
926,96,106
40,64,352
704,879,76
27,62,367
153,332,83
28,13,283
843,408,73
20,14,193
804,792,59
18,33,421
338,857,61
27,78,348
25,59,494
601,746,97
22,45,311
181,139,99
26,27,497
12,59,32
244,694,124
7,73,471
997,941,93
4,13,266
642,410,77
17,40,366
464,589,124
35,34,288
363,307,51
14,49,231
36,7,474
701,461,110
720,789,72
11,37,313
885,684,98
15,33,242
752,725,123
36,71,429
3,34,32
991,819,114
37,5,479
254,373,116
29,51,502
294,555,97
31,44,393
226,502,93
32,60,370
301,605,112
32,71,257
523,137,89
27,51,461
379,596,103
11,66,193
122,408,94
11,8,168
29,60,309
996,423,84
40,40,393
11,65,87
64,326,113
11,9,247
400,256,58
23,79,233
997,900,35
152,462,111
10,71,324
376,579,115
3,22,384
133,655,49
18,40,459
575,970,65
28,64,320
266,889,113
6,5,150
823,354,35
0,6,447
10,28,173
39,40,108
14,64,379
533,801,58
21,29,274
242,574,81
4,56,199
788,369,101
27,55,455
318,885,97
6,24,273
416,460,119
118,754,91
26,30,361
721,724,88
17,73,277
373,192,84
9,48,493
586,987,104
17,16,32
752,856,74
31,53,465
917,671,56
33,69,465
509,296,58
21,68,414
351,719,97
6,38,231
531,564,48
25,3,225
709,356,33
24,52,471
537,244,110
30,31,129
21,28,215
254,377,56
16,47,205
945,579,124
1,74,162
19,19,46
615,487,112
25,45,155
817,228,68
36,17,152
831,260,103
12,19,406
195,575,94
38,13,199
304,255,79
13,34,146
139,277,96
32,26,343
17,47,474
818,123,110
0,43,280
695,900,59
30,49,250
587,671,47
23,33,372
11,54,32
768,316,104
9,52,303
173,546,103
20,79,174
519,149,81
13,30,238
748,796,33
973,326,65
39,59,186
995,471,92
26,52,401
139,774,126
32,30,354
591,132,100
23,11,208
887,975,100
18,42,429
754,360,82
11,66,487
15,7,87
205,498,94
31,2,499
791,518,122
27,53,207
4,65,485
929,169,44
36,74,300
210,223,123
24,30,223
72,541,88
440,572,92
17,14,196
840,592,108
39,58,439
17,52,207
832,459,64
32,33,461
14,15,78
887,123,118
410,357,99
14,0,374
579,243,40
9,62,421
136,550,56
37,0,265
545,300,113
25,5,378
988,597,33
39,57,145
991,813,81
23,69,441
24,24,212
694,302,94
24,51,298
100,465,115
26,14,168
17,8,87
644,996,40
38,64,477
832,422,89
653,306,42
9,56,153
14,69,356
842,132,92
2,26,207
292,96,82
34,21,387
129,523,80
37,72,370
304,219,107
20,18,145
978,142,92
38,64,420
334,850,40
0,68,240
13,43,44
126,820,80
11,27,328
236,319,49
27,17,281
676,180,73
13,65,335
307,179,82
8,21,272
723,465,107
2,37,301
959,112,84
31,2,391
312,376,100
36,60,242
280,288,83
34,61,327
336,794,44
15,28,462
989,903,97
4,10,409
25,60,32
472,226,87
32,49,174
100,364,103
11,27,418
711,865,107
19,18,228
548,90,47
4,40,475
38,25,194
553,845,62
453,837,32
25,4,340
823,633,125
30,44,363
320,481,102
29,47,498
182,746,91
5,61,87
370,108,41
16,13,476
632,566,61
6,75,476
25,60,421
870,790,121
16,10,289
724,765,75
16,67,483
167,650,73
20,14,341
499,563,69
7,37,351
766,798,89
25,3,421
32,5,456
575,732,83
35,24,473
29,64,32
492,589,107
11,40,363
726,174,91
28,48,246
619,366,44
5,45,289
529,556,82
8,24,336
64,711,125
13,12,368
991,463,33
23,75,476
279,112,94
37,35,327
244,378,46
22,24,162
289,903,89
383,614,58
40,1,319
3,42,46
630,328,99
124,807,47
11,46,418
136,539,107
25,55,347
469,587,54
29,29,410
154,150,48
7,55,236
572,826,93
33,36,305
265,778,39
14,66,480
463,673,122
5,47,398
596,137,105
280,520,48
15,74,189
28,53,32
630,299,88
13,15,470
864,675,87
25,70,345
901,225,122
11,48,351
795,461,53
0,7,499
679,104,57
7,0,196
494,536,116
37,23,337
562,358,96
28,53,418
803,836,124
13,3,217
229,619,88
3,2,155
750,365,105
26,52,325
21,15,32
88,410,35
31,71,239
318,435,89
33,15,501
381,895,64
37,19,296
140,700,118
8,34,394
702,840,38
24,18,267
546,606,119
13,30,459
260,604,114
19,66,439
370,92,49
451,122,125
16,64,426
711,962,103
39,4,207
24,45,46
785,123,84
9,10,418
690,655,94
17,64,350
298,839,37
23,41,208
77,904,101
16,1,154
931,761,107
934,250,88
26,48,272
126,435,77
32,49,372
253,569,120
476,998,53
16,15,356
138,169,99
3,52,202
24,31,46
831,241,73
9,39,151
332,936,82
57,121,59
32,63,380
79,424,88
528,700,97
23,10,319
591,334,38
8,50,243
813,731,120
18,55,416
688,285,92
67,840,97
19,19,318
45,957,95
10,44,266
12,0,87
33,4,424
476,818,52
3,42,160
548,822,64
13,46,441
112,952,108
40,36,241
309,778,43
29,0,400
301,627,61
9,39,173
325,962,79
16,23,259
175,758,114
35,50,298
510,479,121
23,14,284
752,137,40
28,33,431
19,55,58
33,65,234
516,527,49
656,883,98
40,44,294
387,176,60
33,17,490
118,840,109
24,51,266
965,385,126
1,4,292
265,993,119
39,45,455
87,555,80
80,806,65
23,48,145
503,180,40
15,51,318
18,31,32
369,849,81
27,54,490
373,190,109
848,375,82
5,56,159
148,399,81
40,78,234
938,338,64
6,16,248
669,420,118
27,68,316
566,628,58
6,29,132
727,604,50
10,30,392
881,786,69
7,76,437
981,376,32
18,2,455
14,31,32
